qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	sscinames	stitle	sblastnames
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	29.32	133	61	4	3	314	2522	2650	6e-08	54.3	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	31.03	116	59	3	24	308	4601	4716	6e-08	54.3	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	27.34	128	64	4	3	305	1522	1647	1e-07	53.9	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	32.76	116	60	5	6	311	3300	3411	1e-07	53.1	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	29.32	133	61	4	3	314	1138	1266	2e-07	53.1	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	28.91	128	71	4	3	347	5094	5214	4e-07	52.0	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	29.37	143	72	6	6	347	5028	5170	4e-07	52.0	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	24.83	149	71	5	6	341	3482	3626	4e-07	51.6	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	31.30	131	68	5	6	347	5136	5261	5e-07	51.6	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	27.27	143	68	5	3	335	761	899	7e-07	51.2	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	27.78	108	73	2	3	311	5186	5293	1e-06	50.8	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51827_c0_seq1	sp|Q09666|AHNK_HUMAN	27.52	109	65	2	18	308	586	692	4e-06	48.9	N/A	Neuroblast differentiation-associated protein AHNAK OS=Homo sapiens GN=AHNAK PE=1 SV=2	N/A
comp51934_c0_seq2	sp|Q04202|TCB2_CAEBR	40.00	55	32	1	208	44	153	206	4e-06	46.2	N/A	Transposable element Tcb2 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp51956_c1_seq1	sp|P0CT40|TF29_SCHPO	46.15	65	35	0	3	197	695	759	2e-11	62.8	N/A	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-9 PE=3 SV=1	N/A
comp51962_c0_seq1	sp|P01872|IGHM_MOUSE	44.94	89	48	1	56	319	278	366	8e-19	84.7	N/A	Ig mu chain C region OS=Mus musculus GN=Ighm PE=1 SV=2	N/A
comp52163_c0_seq1	sp|P21328|RTJK_DROME	32.17	115	77	1	92	433	443	557	5e-10	61.6	N/A	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1	N/A
comp52204_c0_seq1	sp|O01812|FABP6_CAEEL	53.97	63	27	1	44	232	1	61	2e-14	68.2	N/A	Fatty acid-binding protein homolog 6 OS=Caenorhabditis elegans GN=lbp-6 PE=1 SV=1	N/A
comp52277_c0_seq1	sp|P0CT40|TF29_SCHPO	49.09	55	28	0	198	34	964	1018	1e-09	57.8	N/A	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-9 PE=3 SV=1	N/A
comp52293_c0_seq1	sp|Q9ES19|ATF4_RAT	64.86	111	33	3	43	372	208	313	6e-32	 120	N/A	Cyclic AMP-dependent transcription factor ATF-4 OS=Rattus norvegicus GN=Atf4 PE=1 SV=1	N/A
comp52294_c1_seq1	sp|P10978|POLX_TOBAC	41.27	63	37	0	10	198	647	709	1e-09	59.7	N/A	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	N/A
comp52294_c2_seq1	sp|P10978|POLX_TOBAC	52.85	123	58	0	3	371	856	978	1e-37	 140	N/A	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	N/A
comp52325_c0_seq1	sp|P0CT40|TF29_SCHPO	52.22	90	43	0	271	2	478	567	2e-24	 101	N/A	Transposon Tf2-9 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-9 PE=3 SV=1	N/A
comp52492_c0_seq1	sp|P92523|M860_ARATH	44.83	58	32	0	15	188	37	94	5e-13	64.3	N/A	Uncharacterized mitochondrial protein AtMg00860 OS=Arabidopsis thaliana GN=AtMg00860 PE=4 SV=1	N/A
comp52570_c0_seq1	sp|P10978|POLX_TOBAC	35.80	81	48	2	11	241	850	930	2e-07	52.0	N/A	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	N/A
comp52570_c0_seq2	sp|P10978|POLX_TOBAC	32.99	97	61	2	1	279	834	930	1e-08	55.5	N/A	Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum PE=2 SV=1	N/A
comp52577_c0_seq1	sp|P23528|COF1_HUMAN	75.00	28	7	0	142	225	1	28	2e-06	46.2	N/A	Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3	N/A
comp52585_c0_seq1	sp|P18709|VITA2_XENLA	54.79	73	31	2	6	218	1024	1096	6e-13	69.3	N/A	Vitellogenin-A2 OS=Xenopus laevis PE=1 SV=1	N/A
comp52589_c0_seq1	sp|O42296|APOA1_ANAPL	30.08	133	70	5	38	385	1	127	4e-08	53.9	N/A	Apolipoprotein A-I OS=Anas platyrhynchos GN=APOA1 PE=2 SV=1	N/A
comp52632_c0_seq1	sp|Q90705|EF2_CHICK	97.37	114	3	0	4	345	655	768	2e-73	 239	N/A	Elongation factor 2 OS=Gallus gallus GN=EEF2 PE=1 SV=3	N/A
comp52632_c0_seq2	sp|Q90705|EF2_CHICK	91.18	102	9	0	4	309	655	756	2e-60	 202	N/A	Elongation factor 2 OS=Gallus gallus GN=EEF2 PE=1 SV=3	N/A
comp52666_c0_seq1	sp|P47963|RL13_MOUSE	88.06	134	16	0	33	434	40	173	3e-62	 197	N/A	60S ribosomal protein L13 OS=Mus musculus GN=Rpl13 PE=2 SV=3	N/A
comp52669_c1_seq1	sp|O48358|NU1M_THYAR	71.03	107	31	0	3	323	97	203	2e-35	 129	N/A	NADH-ubiquinone oxidoreductase chain 1 OS=Thymallus arcticus GN=MT-ND1 PE=3 SV=1	N/A
comp52686_c0_seq1	sp|Q60648|SAP3_MOUSE	56.96	79	34	0	2	238	97	175	9e-33	 117	N/A	Ganglioside GM2 activator OS=Mus musculus GN=Gm2a PE=1 SV=2	N/A
comp52722_c0_seq1	sp|Q90YV0|RL18_ICTPU	94.55	55	3	0	3	167	134	188	1e-29	 109	N/A	60S ribosomal protein L18 OS=Ictalurus punctatus GN=rpl18 PE=2 SV=3	N/A
comp52749_c0_seq1	sp|A8K2U0|A2ML1_HUMAN	33.53	173	111	3	1	516	155	324	3e-26	 110	N/A	Alpha-2-macroglobulin-like protein 1 OS=Homo sapiens GN=A2ML1 PE=1 SV=3	N/A
comp52755_c0_seq1	sp|Q3BAI2|YCX91_PHAAO	68.42	57	18	0	213	43	2	58	6e-20	81.6	N/A	Uncharacterized protein ORF91 OS=Phalaenopsis aphrodite subsp. formosana PE=4 SV=1	N/A
comp52760_c0_seq1	sp|P03934|TC1A_CAEEL	38.67	75	38	2	222	19	170	243	1e-09	56.6	N/A	Transposable element Tc1 transposase OS=Caenorhabditis elegans GN=tc1a PE=3 SV=1	N/A
comp52807_c0_seq1	sp|O97949|MSPJ_SAGOE	33.80	71	45	2	12	218	43	113	4e-08	51.2	N/A	Beta-microseminoprotein J1 OS=Saguinus oedipus GN=MSPJ PE=3 SV=1	N/A
comp52807_c0_seq2	sp|O97936|MSPA_SAGOE	30.68	88	58	3	82	336	22	109	3e-06	47.4	N/A	Beta-microseminoprotein A1 OS=Saguinus oedipus GN=MSPA PE=3 SV=2	N/A
comp52818_c0_seq1	sp|P16878|K2C5_XENLA	67.65	102	33	0	1	306	298	399	6e-35	 129	N/A	Keratin, type II cytoskeletal OS=Xenopus laevis PE=2 SV=2	N/A
comp52818_c1_seq1	sp|Q29S21|K2C7_BOVIN	76.09	92	22	0	1	276	168	259	3e-38	 137	N/A	Keratin, type II cytoskeletal 7 OS=Bos taurus GN=KRT7 PE=2 SV=1	N/A
comp52833_c0_seq1	sp|P20233|TRFEA_XENLA	57.21	208	82	3	52	657	253	459	6e-70	 232	N/A	Serotransferrin-A OS=Xenopus laevis GN=tf-a PE=2 SV=3	N/A
comp52833_c0_seq1	sp|P20233|TRFEA_XENLA	34.74	95	56	2	49	315	591	685	7e-08	55.8	N/A	Serotransferrin-A OS=Xenopus laevis GN=tf-a PE=2 SV=3	N/A
comp52833_c0_seq1	sp|P20233|TRFEA_XENLA	33.86	127	71	4	274	636	3	122	3e-07	53.9	N/A	Serotransferrin-A OS=Xenopus laevis GN=tf-a PE=2 SV=3	N/A
comp52858_c0_seq1	sp|P35072|TCB1_CAEBR	38.64	44	27	0	3	134	55	98	3e-09	40.4	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp52858_c0_seq1	sp|P35072|TCB1_CAEBR	66.67	21	7	0	172	234	112	132	3e-09	40.0	N/A	Transposable element Tcb1 transposase OS=Caenorhabditis briggsae PE=3 SV=1	N/A
comp52890_c0_seq1	sp|Q9HC84|MUC5B_HUMAN	40.38	52	30	1	16	168	2359	2410	5e-06	49.3	N/A	Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3	N/A
comp52890_c0_seq1	sp|Q9HC84|MUC5B_HUMAN	40.38	52	30	1	16	168	2916	2967	5e-06	49.3	N/A	Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3	N/A
comp52890_c0_seq1	sp|Q9HC84|MUC5B_HUMAN	40.38	52	30	1	16	168	3616	3667	5e-06	49.3	N/A	Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3	N/A
comp52890_c0_seq1	sp|Q9HC84|MUC5B_HUMAN	40.38	52	30	1	16	168	1829	1880	7e-06	48.9	N/A	Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3	N/A
comp52890_c0_seq1	sp|Q9HC84|MUC5B_HUMAN	40.38	52	30	1	16	168	4173	4224	8e-06	48.9	N/A	Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3	N/A
comp52900_c0_seq1	sp|Q9YIB4|CO1A1_CYNPY	91.44	187	16	0	3	563	1222	1408	5e-120	 376	N/A	Collagen alpha-1(I) chain OS=Cynops pyrrhogaster GN=COL1A1 PE=2 SV=1	N/A
comp52952_c0_seq1	sp|O62739|RS4Y1_MONDO	94.83	116	6	0	1	348	148	263	7e-75	 231	N/A	40S ribosomal protein S4, Y isoform 1 OS=Monodelphis domestica GN=RPS4Y1 PE=2 SV=3	N/A
comp52972_c0_seq1	sp|P05162|LEG2_HUMAN	56.44	101	44	0	126	428	31	131	8e-36	 128	N/A	Galectin-2 OS=Homo sapiens GN=LGALS2 PE=1 SV=3	N/A
comp52991_c0_seq1	sp|P58775|TPM2_RAT	87.64	89	11	0	1	267	85	173	9e-45	 151	N/A	Tropomyosin beta chain OS=Rattus norvegicus GN=Tpm2 PE=3 SV=1	N/A
comp53037_c0_seq1	sp|Q9N2D3|PEPC_CALJA	63.69	157	53	1	1	459	160	316	3e-62	 202	N/A	Gastricsin OS=Callithrix jacchus GN=PGC PE=1 SV=1	N/A
comp53047_c0_seq1	sp|P51162|FABP6_MOUSE	61.80	89	33	1	36	299	1	89	3e-34	 120	N/A	Gastrotropin OS=Mus musculus GN=Fabp6 PE=2 SV=2	N/A
comp53047_c0_seq2	sp|P51162|FABP6_MOUSE	58.82	85	34	1	36	287	1	85	4e-31	 112	N/A	Gastrotropin OS=Mus musculus GN=Fabp6 PE=2 SV=2	N/A
comp53093_c0_seq1	sp|P83516|IXCI_RHIMP	40.32	62	36	1	136	318	1	62	8e-09	53.5	N/A	Chymotrypsin-elastase inhibitor ixodidin OS=Rhipicephalus microplus PE=1 SV=2	N/A
comp53109_c0_seq1	sp|P18709|VITA2_XENLA	44.71	170	94	0	15	524	1509	1678	2e-47	 172	N/A	Vitellogenin-A2 OS=Xenopus laevis PE=1 SV=1	N/A
comp53139_c0_seq1	sp|Q5RAZ9|RL36_PONAB	95.74	94	4	0	25	306	1	94	7e-59	 183	N/A	60S ribosomal protein L36 OS=Pongo abelii GN=RPL36 PE=3 SV=3	N/A
comp53202_c0_seq1	sp|P05942|S10A4_RAT	30.95	84	58	0	33	284	1	84	8e-11	59.3	N/A	Protein S100-A4 OS=Rattus norvegicus GN=S100a4 PE=2 SV=1	N/A
comp53202_c0_seq2	sp|P10462|S10A2_BOVIN	34.85	66	43	0	12	209	23	88	7e-07	47.0	N/A	Protein S100-A2 OS=Bos taurus GN=S100A2 PE=1 SV=1	N/A
comp53205_c0_seq1	sp|P10394|POL4_DROME	29.17	120	84	1	18	374	994	1113	1e-13	72.8	N/A	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=4 SV=1	N/A
comp53208_c1_seq1	sp|Q3T0L7|RL28_BOVIN	80.95	126	24	0	31	408	1	126	1e-74	 226	N/A	60S ribosomal protein L28 OS=Bos taurus GN=RPL28 PE=2 SV=3	N/A
comp53240_c0_seq1	sp|Q03277|PO11_SCICO	32.14	112	74	1	391	62	393	504	4e-10	61.2	N/A	Retrovirus-related Pol polyprotein from type-1 retrotransposable element R1 (Fragment) OS=Sciara coprophila PE=4 SV=1	N/A
comp53293_c0_seq1	sp|Q90473|HSP7C_DANRE	96.67	30	1	0	1	90	583	612	4e-11	63.9	N/A	Heat shock cognate 71 kDa protein OS=Danio rerio GN=hspa8 PE=2 SV=1	N/A
comp53316_c0_seq1	sp|P00398|COX1_XENLA	87.14	311	40	0	6	938	7	317	1e-138	 409	N/A	Cytochrome c oxidase subunit 1 OS=Xenopus laevis GN=mt-co1 PE=3 SV=1	N/A
comp53358_c0_seq1	sp|P23403|RS20_XENLA	97.22	72	2	0	1	216	48	119	8e-44	 144	N/A	40S ribosomal protein S20 OS=Xenopus laevis GN=rps20 PE=1 SV=1	N/A
comp53374_c0_seq1	sp|P70010|NDKA1_XENLA	85.87	92	13	0	23	298	1	92	5e-53	 169	N/A	Nucleoside diphosphate kinase A1 OS=Xenopus laevis PE=2 SV=1	N/A
comp53382_c0_seq1	sp|O42296|APOA1_ANAPL	44.26	122	68	0	2	367	143	264	9e-28	 109	N/A	Apolipoprotein A-I OS=Anas platyrhynchos GN=APOA1 PE=2 SV=1	N/A
comp53382_c0_seq1	sp|O42296|APOA1_ANAPL	29.06	117	79	1	35	373	84	200	1e-08	56.6	N/A	Apolipoprotein A-I OS=Anas platyrhynchos GN=APOA1 PE=2 SV=1	N/A
comp53382_c0_seq1	sp|O42296|APOA1_ANAPL	30.08	133	78	2	2	367	59	187	9e-06	48.1	N/A	Apolipoprotein A-I OS=Anas platyrhynchos GN=APOA1 PE=2 SV=1	N/A
comp53400_c0_seq1	sp|Q00222|XP1_XENLA	63.64	77	28	0	22	252	1	77	1e-26	 101	N/A	Putative gastrointestinal growth factor xP1 OS=Xenopus laevis GN=p1 PE=2 SV=1	N/A
comp53406_c0_seq1	sp|Q7ZYS1|RL19_XENLA	98.31	118	2	0	3	356	41	158	2e-65	 204	N/A	60S ribosomal protein L19 OS=Xenopus laevis GN=rpl19 PE=2 SV=1	N/A
comp53406_c0_seq2	sp|Q7ZYS1|RL19_XENLA	96.82	157	5	0	3	473	41	197	1e-70	 219	N/A	60S ribosomal protein L19 OS=Xenopus laevis GN=rpl19 PE=2 SV=1	N/A
comp53411_c0_seq1	sp|P0CG35|TB15B_HUMAN	82.93	41	7	0	28	150	1	41	1e-14	67.8	N/A	Thymosin beta-15B OS=Homo sapiens GN=TMSB15B PE=1 SV=1	N/A
comp53415_c0_seq1	sp|P32969|RL9_HUMAN	91.86	86	7	0	2	259	107	192	5e-51	 165	N/A	60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1	N/A
comp53415_c0_seq2	sp|P32969|RL9_HUMAN	91.86	86	7	0	2	259	107	192	8e-51	 165	N/A	60S ribosomal protein L9 OS=Homo sapiens GN=RPL9 PE=1 SV=1	N/A
comp53456_c0_seq1	sp|P61515|RL37P_RAT	96.67	60	2	0	1	180	33	92	1e-35	 122	N/A	Putative 60S ribosomal protein L37a OS=Rattus norvegicus GN=Rpl37a-ps1 PE=5 SV=2	N/A
comp53471_c0_seq1	sp|P48304|REG1B_HUMAN	52.27	44	20	1	3	134	99	141	5e-10	56.2	N/A	Lithostathine-1-beta OS=Homo sapiens GN=REG1B PE=1 SV=1	N/A
comp53471_c0_seq2	sp|P05451|REG1A_HUMAN	48.53	68	34	1	3	206	99	165	2e-19	83.6	N/A	Lithostathine-1-alpha OS=Homo sapiens GN=REG1A PE=1 SV=3	N/A
comp53477_c0_seq1	sp|O78679|NU1M_CARAU	72.01	293	81	1	11	886	10	302	8e-132	 384	N/A	NADH-ubiquinone oxidoreductase chain 1 OS=Carassius auratus GN=MT-ND1 PE=3 SV=1	N/A
comp53508_c0_seq1	sp|P27659|RL3_MOUSE	91.14	79	7	0	3	239	71	149	4e-46	 157	N/A	60S ribosomal protein L3 OS=Mus musculus GN=Rpl3 PE=1 SV=3	N/A
comp53525_c0_seq1	sp|P46778|RL21_HUMAN	90.00	160	16	0	27	506	1	160	2e-97	 285	N/A	60S ribosomal protein L21 OS=Homo sapiens GN=RPL21 PE=1 SV=2	N/A
comp53529_c0_seq1	sp|Q4R5M0|RL5_MACFA	86.81	182	24	0	3	548	116	297	2e-108	 320	N/A	60S ribosomal protein L5 OS=Macaca fascicularis GN=RPL5 PE=2 SV=3	N/A
comp53547_c0_seq1	sp|P04813|CTR2_CANFA	68.42	209	66	0	13	639	55	263	1e-102	 305	N/A	Chymotrypsinogen 2 OS=Canis familiaris GN=CTRB1 PE=2 SV=1	N/A
comp53575_c0_seq1	sp|Q7LHG5|YI31B_YEAST	44.78	67	37	0	10	210	1277	1343	9e-14	70.1	N/A	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2	N/A
comp53614_c0_seq1	sp|P37802|TAGL2_HUMAN	80.00	35	7	0	5	109	165	199	5e-12	62.8	N/A	Transgelin-2 OS=Homo sapiens GN=TAGLN2 PE=1 SV=3	N/A
comp53634_c0_seq1	sp|Q56JX9|FABPI_BOVIN	75.00	132	33	0	42	437	1	132	9e-67	 207	N/A	Fatty acid-binding protein, intestinal OS=Bos taurus GN=FABP2 PE=2 SV=3	N/A
comp53654_c1_seq1	sp|P03894|NU2M_XENLA	63.28	128	47	0	5	388	77	204	9e-16	75.9	N/A	NADH-ubiquinone oxidoreductase chain 2 OS=Xenopus laevis GN=mt-nd2 PE=3 SV=1	N/A
comp53654_c1_seq2	sp|P03894|NU2M_XENLA	62.86	70	26	0	5	214	77	146	2e-09	57.4	N/A	NADH-ubiquinone oxidoreductase chain 2 OS=Xenopus laevis GN=mt-nd2 PE=3 SV=1	N/A
comp53668_c0_seq1	sp|Q9DG68|RLA0_RANSY	84.62	52	8	0	93	248	215	266	6e-24	96.3	N/A	60S acidic ribosomal protein P0 OS=Rana sylvatica GN=RPLP0 PE=2 SV=1	N/A
comp53668_c0_seq2	sp|Q9DG68|RLA0_RANSY	94.35	124	7	0	3	374	143	266	8e-79	 241	N/A	60S acidic ribosomal protein P0 OS=Rana sylvatica GN=RPLP0 PE=2 SV=1	N/A
comp53705_c0_seq1	sp|P0CT39|TF26_SCHPO	37.04	81	51	0	253	11	1018	1098	2e-10	60.8	N/A	Transposon Tf2-6 polyprotein OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=Tf2-6 PE=3 SV=1	N/A
comp53722_c0_seq1	sp|Q00223|XP4_XENLA	67.50	40	13	0	25	144	176	215	2e-12	64.3	N/A	Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1	N/A
comp53722_c0_seq1	sp|Q00223|XP4_XENLA	64.10	39	14	0	28	144	29	67	3e-10	58.2	N/A	Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1	N/A
comp53722_c0_seq1	sp|Q00223|XP4_XENLA	48.72	39	20	0	28	144	78	116	2e-06	48.1	N/A	Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1	N/A
comp53722_c0_seq1	sp|Q00223|XP4_XENLA	50.00	40	20	0	25	144	127	166	9e-06	45.8	N/A	Putative gastrointestinal growth factor xP4 OS=Xenopus laevis GN=p4 PE=2 SV=1	N/A
comp53730_c0_seq1	sp|P02412|RL18B_XENLA	85.29	136	20	0	4	411	13	148	2e-79	 239	N/A	60S ribosomal protein L18-B OS=Xenopus laevis GN=rpl18-b PE=2 SV=4	N/A
comp53742_c0_seq1	sp|P01023|A2MG_HUMAN	47.70	174	91	0	20	541	1297	1470	2e-47	 172	N/A	Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3	N/A
comp53742_c0_seq2	sp|Q3UU35|OVOS_MOUSE	50.00	50	25	0	5	154	1278	1327	2e-09	57.4	N/A	Ovostatin homolog OS=Mus musculus GN=Ovos PE=2 SV=2	N/A
comp53783_c0_seq1	sp|P63245|GBLP_RAT	95.92	49	2	0	75	221	1	49	4e-26	 102	N/A	Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Rattus norvegicus GN=Gnb2l1 PE=1 SV=3	N/A
comp53789_c0_seq1	sp|Q31696|NU5M_ANOQN	47.62	84	44	0	260	9	70	153	3e-11	61.2	N/A	NADH-ubiquinone oxidoreductase chain 5 (Fragment) OS=Anopheles quadriannulatus GN=ND5 PE=3 SV=2	N/A
comp53789_c0_seq2	sp|Q31696|NU5M_ANOQN	45.45	110	60	0	338	9	44	153	2e-16	76.3	N/A	NADH-ubiquinone oxidoreductase chain 5 (Fragment) OS=Anopheles quadriannulatus GN=ND5 PE=3 SV=2	N/A
comp53794_c0_seq1	sp|Q9CR57|RL14_MOUSE	77.53	89	20	0	1	267	42	130	2e-43	 147	N/A	60S ribosomal protein L14 OS=Mus musculus GN=Rpl14 PE=2 SV=3	N/A
comp53861_c0_seq1	sp|P56470|LEG4_HUMAN	41.85	184	97	2	2	523	65	248	2e-35	 131	N/A	Galectin-4 OS=Homo sapiens GN=LGALS4 PE=1 SV=1	N/A
comp53861_c0_seq1	sp|P56470|LEG4_HUMAN	32.93	82	53	2	17	256	242	323	5e-06	48.9	N/A	Galectin-4 OS=Homo sapiens GN=LGALS4 PE=1 SV=1	N/A
comp53864_c0_seq1	sp|P18648|APOA1_PIG	33.00	100	66	1	7	306	140	238	6e-08	53.1	N/A	Apolipoprotein A-I OS=Sus scrofa GN=APOA1 PE=1 SV=4	N/A
comp53869_c0_seq1	sp|P16673|NU2M_LITCT	54.55	132	60	0	10	405	175	306	5e-13	68.2	N/A	NADH-ubiquinone oxidoreductase chain 2 OS=Lithobates catesbeiana GN=MT-ND2 PE=3 SV=1	N/A
comp53869_c0_seq2	sp|P16673|NU2M_LITCT	53.96	139	64	0	16	432	168	306	1e-15	75.9	N/A	NADH-ubiquinone oxidoreductase chain 2 OS=Lithobates catesbeiana GN=MT-ND2 PE=3 SV=1	N/A
comp53891_c1_seq1	sp|D3Z6P0|PDIA2_MOUSE	57.45	47	20	0	3	143	456	502	6e-12	65.9	N/A	Protein disulfide-isomerase A2 OS=Mus musculus GN=Pdia2 PE=1 SV=1	N/A
comp53892_c0_seq1	sp|J3SE80|CYT2_CROAD	41.59	113	65	1	65	403	24	135	3e-26	 101	N/A	Cystatin-2 OS=Crotalus adamanteus PE=2 SV=1	N/A
comp53900_c0_seq1	sp|Q9N2K0|ENH1_HUMAN	39.74	78	36	4	277	50	456	524	2e-08	54.7	N/A	HERV-H_2q24.3 provirus ancestral Env polyprotein OS=Homo sapiens PE=2 SV=1	N/A
comp53913_c0_seq1	sp|Q6PBC1|RL35_XENTR	95.93	123	5	0	13	381	1	123	1e-56	 181	N/A	60S ribosomal protein L35 OS=Xenopus tropicalis GN=rpl35 PE=2 SV=3	N/A
comp53928_c0_seq1	sp|Q7T3N8|RL15_CTEID	98.55	69	1	0	18	224	1	69	1e-41	 140	N/A	60S ribosomal protein L15 OS=Ctenopharyngodon idella GN=rpl15 PE=2 SV=3	N/A
comp53928_c1_seq1	sp|Q7T3N4|RL15_MEGAM	100.00	134	0	0	2	403	71	204	2e-93	 276	N/A	60S ribosomal protein L15 OS=Megalobrama amblycephala GN=rpl15 PE=2 SV=3	N/A
comp53935_c0_seq1	sp|Q90627|TRY1_CHICK	53.10	226	103	2	44	721	25	247	9e-86	 263	N/A	Trypsin I-P1 OS=Gallus gallus PE=2 SV=1	N/A
comp53935_c0_seq2	sp|P12788|TRY4_RAT	60.00	60	24	0	2	181	9	68	1e-12	63.9	N/A	Trypsin-4 OS=Rattus norvegicus GN=Try4 PE=2 SV=1	N/A
comp53963_c0_seq1	sp|Q7ZYS8|RL10A_XENLA	94.47	217	12	0	12	662	1	217	1e-134	 385	N/A	60S ribosomal protein L10a OS=Xenopus laevis GN=rpl10a PE=2 SV=1	N/A
comp54025_c0_seq1	sp|P18938|NU3M_CHICK	75.29	85	21	0	3	257	32	116	9e-20	82.0	N/A	NADH-ubiquinone oxidoreductase chain 3 OS=Gallus gallus GN=MT-ND3 PE=3 SV=1	N/A
comp54038_c0_seq1	sp|P0C276|RL40_SHEEP	99.22	128	1	0	35	418	1	128	3e-89	 263	N/A	Ubiquitin-60S ribosomal protein L40 OS=Ovis aries GN=UBA52 PE=2 SV=2	N/A
comp54049_c0_seq1	sp|P21533|RL6_RAT	80.95	126	24	0	1	378	173	298	3e-68	 214	N/A	60S ribosomal protein L6 OS=Rattus norvegicus GN=Rpl6 PE=1 SV=5	N/A
comp54049_c0_seq2	sp|P21533|RL6_RAT	80.95	126	24	0	1	378	173	298	3e-68	 214	N/A	60S ribosomal protein L6 OS=Rattus norvegicus GN=Rpl6 PE=1 SV=5	N/A
comp54069_c0_seq1	sp|P47955|RLA1_MOUSE	74.07	27	7	0	120	200	1	27	3e-06	45.1	N/A	60S acidic ribosomal protein P1 OS=Mus musculus GN=Rplp1 PE=2 SV=1	N/A
comp54069_c0_seq2	sp|P19944|RLA1_RAT	83.33	30	5	0	120	209	1	30	5e-09	52.8	N/A	60S acidic ribosomal protein P1 OS=Rattus norvegicus GN=Rplp1 PE=3 SV=1	N/A
